signal_date,execution_date,symbol,reason,top_k,detail,spy_above_ma,vs,challenger_score,incumbent_score,needed,replaced,cash,weight
2019-08-30,2019-09-03,QQQ,hysteresis_block,,,,SPY,2.758647754046499,3.631961582805356,3.813559661945624,,,
2019-09-30,2019-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-09-30,2019-10-01,QQQ,hysteresis_block,,,,SPY,0.8722080360991532,2.886659823021272,3.0309928141723357,,,
2019-10-31,2019-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-10-31,2019-11-01,QQQ,hysteresis_block,,,,SPY,13.288049179776506,13.288734556681943,13.95317128451604,,,
2019-11-29,2019-12-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-11-29,2019-12-02,QQQ,hysteresis_replace,,,,,20.083045486515285,14.223210134855476,14.934370641598251,GLD,,
2019-11-29,2019-12-02,VEA,hysteresis_block,,,,SPY,12.202462628176354,19.345510200820772,20.31278571086181,,,
2019-12-31,2020-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-12-31,2020-01-02,VEA,hysteresis_block,,,,QQQ,29.22229184147609,36.62825027742511,38.45966279129637,,,
2020-01-31,2020-02-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-01-31,2020-02-03,GLD,hysteresis_block,,,,SPY,17.578022412535336,27.393961574261215,28.763659652974276,,,
2020-02-28,2020-03-02,SPY,below_ma,,,,,,,,,,
2020-02-28,2020-03-02,IWM,below_ma,,,,,,,,,,
2020-02-28,2020-03-02,VEA,below_ma,,,,,,,,,,
2020-02-28,2020-03-02,,regime_topk,2.0,fixed_topk,False,,,,,,,
2020-02-28,2020-03-02,SPY,incumbent_ineligible,,,,,,,,,,
2020-02-28,2020-03-02,GLD,fill_vacancy,,,,,,,,,,
2020-03-31,2020-04-01,SPY,below_ma,,,,,,,,,,
2020-03-31,2020-04-01,QQQ,below_ma,,,,,,,,,,
2020-03-31,2020-04-01,IWM,below_ma,,,,,,,,,,
2020-03-31,2020-04-01,VEA,below_ma,,,,,,,,,,
2020-03-31,2020-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2020-03-31,2020-04-01,QQQ,incumbent_ineligible,,,,,,,,,,
2020-03-31,2020-04-01,,cash_fill,,,,,,,,,BIL,0.5
2020-04-30,2020-05-01,SPY,below_ma,,,,,,,,,,
2020-04-30,2020-05-01,IWM,below_ma,,,,,,,,,,
2020-04-30,2020-05-01,VEA,below_ma,,,,,,,,,,
2020-04-30,2020-05-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2020-04-30,2020-05-01,QQQ,fill_vacancy,,,,,,,,,,
2020-05-29,2020-06-01,IWM,below_ma,,,,,,,,,,
2020-05-29,2020-06-01,VEA,below_ma,,,,,,,,,,
2020-05-29,2020-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-05-29,2020-06-01,SPY,hysteresis_block,,,,QQQ,0.5922488351863632,5.5124498758780955,5.788072369672,,,
2020-06-30,2020-07-01,IWM,below_ma,,,,,,,,,,
2020-06-30,2020-07-01,VEA,below_ma,,,,,,,,,,
2020-06-30,2020-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-06-30,2020-07-01,SPY,hysteresis_block,,,,QQQ,0.5512963841866825,11.762112149306331,12.350217756771649,,,
2020-07-31,2020-08-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-07-31,2020-08-03,SPY,hysteresis_block,,,,QQQ,8.429202480529248,24.2501911755323,25.462700734308918,,,
2020-08-31,2020-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-08-31,2020-09-01,SPY,hysteresis_replace,,,,,25.88103093082244,21.803220386308652,22.893381405624087,GLD,,
2020-08-31,2020-09-01,VEA,hysteresis_block,,,,SPY,15.237873618528441,25.88103093082244,27.175082477363564,,,
2020-09-30,2020-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-09-30,2020-10-01,GLD,hysteresis_block,,,,SPY,13.977923331471736,14.884333356973078,15.628550024821733,,,
2020-10-30,2020-11-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-10-30,2020-11-02,GLD,hysteresis_replace,,,,,11.754709636104078,7.183400361725864,7.542570379812157,SPY,,
2020-10-30,2020-11-02,IWM,hysteresis_block,,,,GLD,4.793632567469754,11.754709636104078,12.342445117909282,,,
2020-11-30,2020-12-01,GLD,below_ma,,,,,,,,,,
2020-11-30,2020-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-11-30,2020-12-01,GLD,incumbent_ineligible,,,,,,,,,,
2020-11-30,2020-12-01,SPY,fill_vacancy,,,,,,,,,,
2020-11-30,2020-12-01,IWM,hysteresis_block,,,,SPY,13.616806038825262,14.104319515191001,14.809535490950552,,,
2020-12-31,2021-01-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2020-12-31,2021-01-04,IWM,hysteresis_replace,,,,,20.721230172829454,16.71675720576205,17.552595066050152,SPY,,
2020-12-31,2021-01-04,VEA,hysteresis_block,,,,IWM,15.27581799464726,20.721230172829454,21.757291681470928,,,
2021-01-29,2021-02-01,GLD,below_ma,,,,,,,,,,
2021-01-29,2021-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-01-29,2021-02-01,VEA,hysteresis_block,,,,QQQ,12.425397619369845,17.403257230449324,18.27342009197179,,,
2021-02-26,2021-03-01,GLD,below_ma,,,,,,,,,,
2021-02-26,2021-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-02-26,2021-03-01,SPY,hysteresis_block,,,,QQQ,24.77019760801925,25.131116676351596,26.38767251016918,,,
2021-03-31,2021-04-01,GLD,below_ma,,,,,,,,,,
2021-03-31,2021-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-03-31,2021-04-01,VEA,hysteresis_replace,,,,,40.130480686555046,24.734822129481593,25.971563235955674,QQQ,,
2021-03-31,2021-04-01,SPY,hysteresis_block,,,,IWM,36.68102093557736,36.77420918673716,38.61291964607402,,,
2021-04-30,2021-05-03,GLD,below_ma,,,,,,,,,,
2021-04-30,2021-05-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-04-30,2021-05-03,SPY,hysteresis_replace,,,,,32.835904628653346,26.943896568390223,28.291091396809733,IWM,,
2021-04-30,2021-05-03,QQQ,hysteresis_block,,,,SPY,21.003599718530793,32.835904628653346,34.47769986008601,,,
2021-05-28,2021-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-05-28,2021-06-01,IWM,hysteresis_block,,,,VEA,23.181933178429617,29.194091835090507,30.653796426845034,,,
2021-06-30,2021-07-01,GLD,below_ma,,,,,,,,,,
2021-06-30,2021-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-06-30,2021-07-01,IWM,hysteresis_block,,,,VEA,27.009293141490968,27.10616130324908,28.461469368411535,,,
2021-07-30,2021-08-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-07-30,2021-08-02,QQQ,hysteresis_replace,,,,,27.58010715836573,23.1932900705521,24.352954574079703,VEA,,
2021-07-30,2021-08-02,IWM,hysteresis_block,,,,QQQ,16.81324379741256,27.58010715836573,28.95911251628402,,,
2021-08-31,2021-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-08-31,2021-09-01,VEA,hysteresis_block,,,,SPY,21.665888585849785,35.1774028527287,36.93627299536514,,,
2021-09-30,2021-10-01,GLD,below_ma,,,,,,,,,,
2021-09-30,2021-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-09-30,2021-10-01,IWM,hysteresis_block,,,,SPY,14.240231565433177,19.889839024468497,20.884330975691924,,,
2021-10-29,2021-11-01,GLD,below_ma,,,,,,,,,,
2021-10-29,2021-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-10-29,2021-11-01,VEA,hysteresis_block,,,,QQQ,19.797612209096872,31.17958560593195,32.73856488622855,,,
2021-11-30,2021-12-01,IWM,below_ma,,,,,,,,,,
2021-11-30,2021-12-01,VEA,below_ma,,,,,,,,,,
2021-11-30,2021-12-01,GLD,below_ma,,,,,,,,,,
2021-11-30,2021-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-12-31,2022-01-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2021-12-31,2022-01-03,VEA,hysteresis_block,,,,QQQ,6.268745775528933,14.534596376777456,15.261326195616329,,,
2022-01-31,2022-02-01,QQQ,below_ma,,,,,,,,,,
2022-01-31,2022-02-01,IWM,below_ma,,,,,,,,,,
2022-01-31,2022-02-01,VEA,below_ma,,,,,,,,,,
2022-01-31,2022-02-01,GLD,below_ma,,,,,,,,,,
2022-01-31,2022-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2022-01-31,2022-02-01,QQQ,incumbent_ineligible,,,,,,,,,,
2022-01-31,2022-02-01,,cash_fill,,,,,,,,,SGOV,0.5
2022-02-28,2022-03-01,SPY,below_ma,,,,,,,,,,
2022-02-28,2022-03-01,QQQ,below_ma,,,,,,,,,,
2022-02-28,2022-03-01,IWM,below_ma,,,,,,,,,,
2022-02-28,2022-03-01,VEA,below_ma,,,,,,,,,,
2022-02-28,2022-03-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2022-02-28,2022-03-01,SPY,incumbent_ineligible,,,,,,,,,,
2022-02-28,2022-03-01,GLD,fill_vacancy,,,,,,,,,,
2022-02-28,2022-03-01,,cash_fill,,,,,,,,,SGOV,0.5
2022-03-31,2022-04-01,QQQ,below_ma,,,,,,,,,,
2022-03-31,2022-04-01,IWM,below_ma,,,,,,,,,,
2022-03-31,2022-04-01,VEA,below_ma,,,,,,,,,,
2022-03-31,2022-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2022-03-31,2022-04-01,SPY,fill_vacancy,,,,,,,,,,
2022-04-29,2022-05-02,SPY,below_ma,,,,,,,,,,
2022-04-29,2022-05-02,QQQ,below_ma,,,,,,,,,,
2022-04-29,2022-05-02,IWM,below_ma,,,,,,,,,,
2022-04-29,2022-05-02,VEA,below_ma,,,,,,,,,,
2022-04-29,2022-05-02,,regime_topk,2.0,fixed_topk,False,,,,,,,
2022-04-29,2022-05-02,SPY,incumbent_ineligible,,,,,,,,,,
2022-04-29,2022-05-02,,cash_fill,,,,,,,,,SGOV,0.5
2022-05-31,2022-06-01,SPY,below_ma,,,,,,,,,,
2022-05-31,2022-06-01,QQQ,below_ma,,,,,,,,,,
2022-05-31,2022-06-01,IWM,below_ma,,,,,,,,,,
2022-05-31,2022-06-01,VEA,below_ma,,,,,,,,,,
2022-05-31,2022-06-01,GLD,below_ma,,,,,,,,,,
2022-05-31,2022-06-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2022-06-30,2022-07-01,SPY,below_ma,,,,,,,,,,
2022-06-30,2022-07-01,QQQ,below_ma,,,,,,,,,,
2022-06-30,2022-07-01,IWM,below_ma,,,,,,,,,,
2022-06-30,2022-07-01,VEA,below_ma,,,,,,,,,,
2022-06-30,2022-07-01,GLD,below_ma,,,,,,,,,,
2022-06-30,2022-07-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2022-07-29,2022-08-01,SPY,below_ma,,,,,,,,,,
2022-07-29,2022-08-01,QQQ,below_ma,,,,,,,,,,
2022-07-29,2022-08-01,IWM,below_ma,,,,,,,,,,
2022-07-29,2022-08-01,VEA,below_ma,,,,,,,,,,
2022-07-29,2022-08-01,GLD,below_ma,,,,,,,,,,
2022-07-29,2022-08-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2022-08-31,2022-09-01,SPY,below_ma,,,,,,,,,,
2022-08-31,2022-09-01,QQQ,below_ma,,,,,,,,,,
2022-08-31,2022-09-01,IWM,below_ma,,,,,,,,,,
2022-08-31,2022-09-01,VEA,below_ma,,,,,,,,,,
2022-08-31,2022-09-01,GLD,below_ma,,,,,,,,,,
2022-08-31,2022-09-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2022-09-30,2022-10-03,SPY,below_ma,,,,,,,,,,
2022-09-30,2022-10-03,QQQ,below_ma,,,,,,,,,,
2022-09-30,2022-10-03,IWM,below_ma,,,,,,,,,,
2022-09-30,2022-10-03,VEA,below_ma,,,,,,,,,,
2022-09-30,2022-10-03,GLD,below_ma,,,,,,,,,,
2022-09-30,2022-10-03,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2022-10-31,2022-11-01,SPY,below_ma,,,,,,,,,,
2022-10-31,2022-11-01,QQQ,below_ma,,,,,,,,,,
2022-10-31,2022-11-01,IWM,below_ma,,,,,,,,,,
2022-10-31,2022-11-01,VEA,below_ma,,,,,,,,,,
2022-10-31,2022-11-01,GLD,below_ma,,,,,,,,,,
2022-10-31,2022-11-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2022-11-30,2022-12-01,QQQ,below_ma,,,,,,,,,,
2022-11-30,2022-12-01,GLD,below_ma,,,,,,,,,,
2022-11-30,2022-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2022-12-30,2023-01-03,SPY,below_ma,,,,,,,,,,
2022-12-30,2023-01-03,QQQ,below_ma,,,,,,,,,,
2022-12-30,2023-01-03,IWM,below_ma,,,,,,,,,,
2022-12-30,2023-01-03,,regime_topk,2.0,fixed_topk,False,,,,,,,
2022-12-30,2023-01-03,SPY,incumbent_ineligible,,,,,,,,,,
2022-12-30,2023-01-03,IWM,incumbent_ineligible,,,,,,,,,,
2022-12-30,2023-01-03,GLD,fill_vacancy,,,,,,,,,,
2022-12-30,2023-01-03,VEA,fill_vacancy,,,,,,,,,,
2023-01-31,2023-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-01-31,2023-02-01,IWM,hysteresis_block,,,,VEA,1.1995871385125163,5.688526065524627,5.972952368800859,,,
2023-02-28,2023-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-02-28,2023-03-01,IWM,hysteresis_replace,,,,,4.94021902053565,4.27256390227833,4.486192097392247,GLD,,
2023-02-28,2023-03-01,SPY,hysteresis_block,,,,IWM,3.5145225412686156,4.94021902053565,5.1872299715624335,,,
2023-03-31,2023-04-03,IWM,below_ma,,,,,,,,,,
2023-03-31,2023-04-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-03-31,2023-04-03,IWM,incumbent_ineligible,,,,,,,,,,
2023-03-31,2023-04-03,GLD,fill_vacancy,,,,,,,,,,
2023-03-31,2023-04-03,QQQ,hysteresis_block,,,,VEA,3.6507433294886273,10.331884007989732,10.848478208389219,,,
2023-04-28,2023-05-01,IWM,below_ma,,,,,,,,,,
2023-04-28,2023-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-04-28,2023-05-01,QQQ,hysteresis_block,,,,VEA,5.946221131058537,8.422437109030492,8.843558964482016,,,
2023-05-31,2023-06-01,IWM,below_ma,,,,,,,,,,
2023-05-31,2023-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-05-31,2023-06-01,QQQ,hysteresis_replace,,,,,21.1159912125409,4.909763946403971,5.155252143724169,VEA,,
2023-05-31,2023-06-01,SPY,hysteresis_replace,,,,,7.5753889218665424,6.846895770248972,7.189240558761421,GLD,,
2023-06-30,2023-07-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-06-30,2023-07-03,VEA,hysteresis_block,,,,SPY,9.796998756867989,18.2767281020379,19.190564507139797,,,
2023-07-31,2023-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-07-31,2023-08-01,VEA,hysteresis_block,,,,SPY,13.048897186119378,22.835754659159416,23.97754239211739,,,
2023-08-31,2023-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-08-31,2023-09-01,VEA,hysteresis_block,,,,SPY,9.331062576864054,19.042626529784542,19.99475785627377,,,
2023-09-29,2023-10-02,IWM,below_ma,,,,,,,,,,
2023-09-29,2023-10-02,VEA,below_ma,,,,,,,,,,
2023-09-29,2023-10-02,GLD,below_ma,,,,,,,,,,
2023-09-29,2023-10-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-10-31,2023-11-01,SPY,below_ma,,,,,,,,,,
2023-10-31,2023-11-01,IWM,below_ma,,,,,,,,,,
2023-10-31,2023-11-01,VEA,below_ma,,,,,,,,,,
2023-10-31,2023-11-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2023-10-31,2023-11-01,SPY,incumbent_ineligible,,,,,,,,,,
2023-10-31,2023-11-01,GLD,fill_vacancy,,,,,,,,,,
2023-11-30,2023-12-01,IWM,below_ma,,,,,,,,,,
2023-11-30,2023-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-11-30,2023-12-01,SPY,hysteresis_block,,,,GLD,9.141460762892356,11.795510940533614,12.385286487560295,,,
2023-12-29,2024-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2023-12-29,2024-01-02,SPY,hysteresis_replace,,,,,17.62781948988403,8.815382720103909,9.256151856109105,GLD,,
2023-12-29,2024-01-02,VEA,hysteresis_block,,,,SPY,10.344156127914019,17.62781948988403,18.50921046437823,,,
2024-01-31,2024-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-01-31,2024-02-01,VEA,hysteresis_block,,,,SPY,8.095875010049616,20.358281166885252,21.376195225229516,,,
2024-02-29,2024-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-02-29,2024-03-01,VEA,hysteresis_block,,,,SPY,17.98844898992745,34.360673446374086,36.07870711869279,,,
2024-03-28,2024-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-03-28,2024-04-01,VEA,hysteresis_block,,,,QQQ,27.728241692517,32.74211245629364,34.37921807910833,,,
2024-04-30,2024-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-04-30,2024-05-01,GLD,hysteresis_block,,,,QQQ,14.945478054083875,18.030617756119828,18.93214864392582,,,
2024-05-31,2024-06-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-05-31,2024-06-03,VEA,hysteresis_block,,,,QQQ,15.196431534230692,19.02706266672301,19.97841580005916,,,
2024-06-28,2024-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-06-28,2024-07-01,GLD,hysteresis_block,,,,QQQ,14.941700819748583,22.469654372487177,23.593137091111537,,,
2024-07-31,2024-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-07-31,2024-08-01,GLD,hysteresis_replace,,,,,19.625261505112338,13.21250332854011,13.873128494967117,QQQ,,
2024-07-31,2024-08-01,VEA,hysteresis_block,,,,GLD,10.476442409086124,19.625261505112338,20.606524580367957,,,
2024-08-30,2024-09-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-08-30,2024-09-03,QQQ,hysteresis_block,,,,SPY,11.168533069686106,17.065271962497444,17.918535560622317,,,
2024-09-30,2024-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-09-30,2024-10-01,QQQ,hysteresis_block,,,,SPY,16.120784075735585,23.058020824576513,24.21092186580534,,,
2024-10-31,2024-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-10-31,2024-11-01,QQQ,hysteresis_block,,,,SPY,16.869344014387913,24.897435309797782,26.142307075287672,,,
2024-11-29,2024-12-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-11-29,2024-12-02,IWM,hysteresis_block,,,,GLD,20.518921340030776,20.033065381506173,21.034718650581482,,,
2024-12-31,2025-01-02,VEA,below_ma,,,,,,,,,,
2024-12-31,2025-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2024-12-31,2025-01-02,QQQ,hysteresis_block,,,,GLD,14.183375846151568,14.249983309284463,14.962482474748686,,,
2025-01-31,2025-02-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-01-31,2025-02-03,QQQ,hysteresis_block,,,,SPY,13.803461327800237,17.491589041886552,18.36616849398088,,,
2025-02-28,2025-03-03,IWM,below_ma,,,,,,,,,,
2025-02-28,2025-03-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-02-28,2025-03-03,QQQ,hysteresis_block,,,,SPY,7.4348370668417685,11.267475044579667,11.83084879680865,,,
2025-03-31,2025-04-01,SPY,below_ma,,,,,,,,,,
2025-03-31,2025-04-01,QQQ,below_ma,,,,,,,,,,
2025-03-31,2025-04-01,IWM,below_ma,,,,,,,,,,
2025-03-31,2025-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2025-03-31,2025-04-01,SPY,incumbent_ineligible,,,,,,,,,,
2025-03-31,2025-04-01,VEA,fill_vacancy,,,,,,,,,,
2025-04-30,2025-05-01,SPY,below_ma,,,,,,,,,,
2025-04-30,2025-05-01,QQQ,below_ma,,,,,,,,,,
2025-04-30,2025-05-01,IWM,below_ma,,,,,,,,,,
2025-04-30,2025-05-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2025-05-30,2025-06-02,IWM,below_ma,,,,,,,,,,
2025-05-30,2025-06-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-05-30,2025-06-02,QQQ,hysteresis_block,,,,VEA,2.9688521744316496,9.46816696989955,9.941575318394527,,,
2025-06-30,2025-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-06-30,2025-07-01,QQQ,hysteresis_block,,,,VEA,4.254228598637373,10.796647409277314,11.33647977974118,,,
2025-07-31,2025-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-07-31,2025-08-01,QQQ,hysteresis_block,,,,VEA,17.38715517859559,17.08537177060936,17.93964035913983,,,
2025-08-29,2025-09-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-08-29,2025-09-02,QQQ,hysteresis_replace,,,,,27.58794925984371,21.57070367263375,22.64923885626544,VEA,,
2025-08-29,2025-09-02,SPY,hysteresis_block,,,,GLD,25.57420842313468,25.049923624800744,26.30241980604078,,,
2025-09-30,2025-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-09-30,2025-10-01,SPY,hysteresis_block,,,,GLD,35.51785943995088,33.856112412468455,35.54891803309188,,,
2025-10-31,2025-11-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-10-31,2025-11-03,SPY,hysteresis_replace,,,,,27.709099525816455,21.54759718574694,22.62497704503429,GLD,,
2025-10-31,2025-11-03,VEA,hysteresis_block,,,,SPY,26.104576555008002,27.709099525816455,29.09455450210728,,,
2025-11-28,2025-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-11-28,2025-12-01,GLD,hysteresis_replace,,,,,26.415653972110352,14.979814342500072,15.728805059625076,QQQ,,
2025-11-28,2025-12-01,VEA,hysteresis_replace,,,,,21.171511406352753,15.940091787276272,16.737096376640086,SPY,,
2025-11-28,2025-12-01,IWM,hysteresis_block,,,,VEA,8.549011107225247,21.171511406352753,22.230086976670393,,,
2025-12-31,2026-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2025-12-31,2026-01-02,SPY,hysteresis_block,,,,GLD,14.914551216234608,27.67592312435395,29.05971928057165,,,
2026-01-30,2026-02-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2026-01-30,2026-02-02,SPY,hysteresis_block,,,,GLD,15.52553659596877,27.56731949745173,28.945685472324318,,,
2026-02-27,2026-03-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2026-02-27,2026-03-02,IWM,hysteresis_block,,,,GLD,13.332909341443116,23.737593560074526,24.924473238078253,,,
2026-03-31,2026-04-01,SPY,below_ma,,,,,,,,,,
2026-03-31,2026-04-01,QQQ,below_ma,,,,,,,,,,
2026-03-31,2026-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2026-03-31,2026-04-01,IWM,hysteresis_block,,,,GLD,8.177081822331093,11.208884452335157,11.769328674951916,,,
2026-04-30,2026-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2026-04-30,2026-05-01,IWM,hysteresis_replace,,,,,18.06307287061732,10.707163986505734,11.242522185831021,GLD,,
2026-04-30,2026-05-01,QQQ,hysteresis_replace,,,,,17.099785784836826,15.072668878896845,15.826302322841688,VEA,,
2026-04-30,2026-05-01,SPY,hysteresis_block,,,,QQQ,16.411080471459705,17.099785784836826,17.95477507407867,,,
2026-05-29,2026-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2026-05-29,2026-06-01,SPY,hysteresis_block,,,,IWM,20.43879611038651,20.99837106697534,22.04828962032411,,,
2026-06-30,2026-07-01,GLD,below_ma,,,,,,,,,,
2026-06-30,2026-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2026-06-30,2026-07-01,SPY,hysteresis_block,,,,QQQ,15.830757439220333,16.795941011171404,17.635738061729974,,,
2026-07-31,2026-08-03,GLD,below_ma,,,,,,,,,,
2026-07-31,2026-08-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2026-07-31,2026-08-03,SPY,hysteresis_replace,,,,,15.438903078126009,10.446745821971213,10.969083113069773,QQQ,,
2026-07-31,2026-08-03,VEA,hysteresis_block,,,,SPY,9.363584677524,15.438903078126009,16.21084823203231,,,
